"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-19,2
1,1,1.02499999999964,2020-05-20,1
1,1,2,2020-05-21,1
0,0,1,2020-05-22,NA
2,2,3,2020-05-23,2
0,0,1,2020-05-24,NA
0,0,1,2020-05-25,NA
0,0,1,2020-05-26,NA
1,1,2,2020-05-27,1
1,1,2,2020-05-28,1
1,1,3,2020-05-29,1
3,3,5,2020-05-30,3
1,1,3,2020-05-31,1
6,6,9,2020-06-01,6
3,2,6,2020-06-02,2
5,4,9,2020-06-03,4
3,2,7,2020-06-04,2
8,7,13,2020-06-05,7
8,6,13,2020-06-06,6
8,6,13,2020-06-07,6
8,6,14,2020-06-08,6
7,5,13,2020-06-09,5
4,2,10,2020-06-10,2
8,5,15,2020-06-11,5
11,7,19,2020-06-12,7
10,6,18,2020-06-13,5
13,8,23,2020-06-14,7
9,3,19,2020-06-15,2
14,8,27,2020-06-16,5
14,6,29,2020-06-17,3
18,9,37,2020-06-18,4
21,9,45,2020-06-19,3
27,12,61,2020-06-20,4
32,14,76,2020-06-21,5
25,8,71,2020-06-22,1
22,5,67,2020-06-23,NA
21,5,69,2020-06-24,NA
21,4,79,2020-06-25,NA
21,4,91,2020-06-26,NA
21,3,106.025,2020-06-27,NA
