"estimate","lower","upper","onset_date","n.reported"
8,8,8,2020-06-03,8
6,6,6,2020-06-04,6
3,3,3,2020-06-05,3
5,5,5,2020-06-06,5
5,5,5,2020-06-07,5
3,3,3,2020-06-08,3
5,5,6,2020-06-09,5
4,4,6,2020-06-10,4
5,5,7,2020-06-11,5
4,4,6,2020-06-12,4
3,3,5,2020-06-13,3
3,3,5,2020-06-14,3
7,7,10,2020-06-15,7
9,9,12,2020-06-16,9
5,5,7,2020-06-17,5
8,8,11,2020-06-18,8
4,4,6,2020-06-19,4
3,3,5,2020-06-20,3
0,0,2,2020-06-21,NA
2,2,4,2020-06-22,2
1,1,3,2020-06-23,1
1,1,3,2020-06-24,1
1,1,4,2020-06-25,1
2,1,4,2020-06-26,1
4,3,6,2020-06-27,3
3,2,5,2020-06-28,2
2,1,5,2020-06-29,1
4,3,7,2020-06-30,3
3,2,6,2020-07-01,2
3,2,6,2020-07-02,2
2,1,5,2020-07-03,1
1,0,4,2020-07-04,NA
4,3,7,2020-07-05,3
3,2,6,2020-07-06,2
2,1,5,2020-07-07,1
1,0,4,2020-07-08,NA
1,0,4,2020-07-09,NA
1,0,5,2020-07-10,NA
1,0,5,2020-07-11,NA
1,0,6,2020-07-12,NA
