"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-02,NA
1,1,1,2020-05-03,1
0,0,0,2020-05-04,1
0,0,0,2020-05-05,NA
2,2,2,2020-05-06,NA
0,0,0,2020-05-07,2
1,1,1,2020-05-08,NA
2,2,2,2020-05-09,1
2,2,2,2020-05-10,2
1,1,1,2020-05-11,2
0,0,0,2020-05-12,1
1,1,1,2020-05-13,NA
1,1,1,2020-05-14,1
1,1,1,2020-05-15,1
1,1,2,2020-05-16,1
3,3,4,2020-05-17,1
1,1,2,2020-05-18,3
2,2,3,2020-05-19,1
2,2,3,2020-05-20,2
3,3,4,2020-05-21,2
2,2,3,2020-05-22,3
0,0,1,2020-05-23,2
2,2,3,2020-05-24,NA
3,3,5,2020-05-25,2
3,3,5,2020-05-26,3
2,2,4,2020-05-27,3
5,5,8,2020-05-28,2
4,4,7,2020-05-29,5
6,6,9,2020-05-30,4
3,3,6,2020-05-31,6
5,5,8,2020-06-01,3
3,3,6,2020-06-02,5
4,4,7,2020-06-03,3
1,1,4,2020-06-04,4
0,0,2,2020-06-05,1
0,0,3,2020-06-06,NA
1,1,4,2020-06-07,NA
4,3,6,2020-06-08,1
1,0,4,2020-06-09,3
1,0,5,2020-06-10,NA
