"dt_sin_pri","n.casos"
2020-03-05,1
2020-03-06,1
2020-03-09,1
2020-03-10,1
2020-03-11,1
2020-03-13,1
2020-03-15,1
2020-03-16,1
2020-03-17,1
2020-03-18,1
2020-03-20,4
2020-03-22,5
2020-03-23,5
2020-03-24,5
2020-03-25,4
2020-03-26,2
2020-03-27,2
2020-03-28,4
2020-03-29,10
2020-03-30,5
2020-03-31,4
2020-04-01,7
2020-04-02,7
2020-04-03,17
2020-04-04,13
2020-04-05,10
2020-04-06,15
2020-04-07,26
2020-04-08,22
2020-04-09,18
2020-04-10,26
2020-04-11,19
2020-04-12,21
2020-04-13,22
2020-04-14,22
2020-04-15,16
2020-04-16,12
2020-04-17,21
2020-04-18,23
2020-04-19,23
2020-04-20,31
2020-04-21,17
2020-04-22,10
2020-04-23,18
2020-04-24,20
2020-04-25,19
2020-04-26,19
2020-04-27,17
2020-04-28,15
2020-04-29,9
2020-04-30,15
2020-05-01,20
2020-05-02,17
2020-05-03,13
2020-05-04,17
2020-05-05,13
2020-05-06,8
2020-05-07,12
2020-05-08,10
2020-05-09,7
2020-05-10,10
2020-05-11,5
2020-05-12,4
2020-05-13,6
2020-05-14,8
2020-05-15,10
2020-05-16,2
2020-05-17,6
2020-05-18,5
2020-05-19,3
2020-05-20,2
2020-05-22,2
2020-05-23,3
2020-05-24,1
2020-05-25,3
2020-05-26,1
2020-05-27,2
2020-05-29,1
2020-06-01,1
2020-06-05,1
2020-06-10,1
2020-06-15,1
2020-06-17,1
