"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-24,1
0,0,1,2020-05-25,NA
2,2,3,2020-05-26,2
1,1,2,2020-05-27,1
2,2,3,2020-05-28,2
1,1,2,2020-05-29,1
4,4,5,2020-05-30,4
1,1,2,2020-05-31,1
3,3,4,2020-06-01,3
2,2,3,2020-06-02,2
0,0,1,2020-06-03,NA
2,2,3,2020-06-04,2
2,2,3,2020-06-05,2
0,0,1,2020-06-06,NA
0,0,1,2020-06-07,NA
0,0,2,2020-06-08,NA
2,2,4,2020-06-09,2
4,4,6,2020-06-10,4
0,0,2,2020-06-11,NA
0,0,2,2020-06-12,NA
2,2,4,2020-06-13,2
3,3,5,2020-06-14,3
3,3,5,2020-06-15,3
1,1,3,2020-06-16,1
1,1,3,2020-06-17,1
1,1,3,2020-06-18,1
3,3,6,2020-06-19,3
2,2,5,2020-06-20,2
1,1,4,2020-06-21,1
0,0,3,2020-06-22,NA
1,1,4,2020-06-23,1
1,0,3,2020-06-24,NA
1,0,4,2020-06-25,NA
3,2,6,2020-06-26,2
1,0,5,2020-06-27,NA
1,0,5,2020-06-28,NA
1,0,5,2020-06-29,NA
1,0,5,2020-06-30,NA
1,0,5,2020-07-01,NA
1,0,5,2020-07-02,NA
