"dt_notific","n.notific"
2019-12-31,1
2020-01-03,1
2020-01-20,1
2020-01-22,1
2020-01-24,2
2020-01-27,1
2020-01-29,2
2020-02-03,1
2020-02-04,1
2020-02-07,1
2020-02-14,2
2020-02-17,1
2020-02-18,1
2020-02-19,1
2020-02-20,2
2020-02-21,1
2020-02-23,1
2020-02-24,2
2020-02-26,1
2020-02-27,1
2020-02-28,1
2020-02-29,1
2020-03-02,2
2020-03-03,1
2020-03-05,1
2020-03-08,1
2020-03-09,1
2020-03-11,1
2020-03-12,3
2020-03-13,1
2020-03-14,2
2020-03-15,2
2020-03-16,1
2020-03-17,2
2020-03-18,1
2020-03-19,7
2020-03-20,7
2020-03-21,3
2020-03-22,4
2020-03-23,7
2020-03-24,12
2020-03-25,9
2020-03-26,20
2020-03-27,19
2020-03-28,9
2020-03-29,5
2020-03-30,21
2020-03-31,19
2020-04-01,16
2020-04-02,22
2020-04-03,26
2020-04-04,15
2020-04-05,9
2020-04-06,28
2020-04-07,21
2020-04-08,21
2020-04-09,25
2020-04-10,5
2020-04-11,22
2020-04-12,15
2020-04-13,18
2020-04-14,17
2020-04-15,22
2020-04-16,18
2020-04-17,27
2020-04-18,10
2020-04-19,7
2020-04-20,30
2020-04-21,10
2020-04-22,27
2020-04-23,22
2020-04-24,32
2020-04-25,9
2020-04-26,15
2020-04-27,58
2020-04-28,27
2020-04-29,33
2020-04-30,26
2020-05-01,16
2020-05-02,23
2020-05-03,28
2020-05-04,46
2020-05-05,56
2020-05-06,26
2020-05-07,29
2020-05-08,27
2020-05-09,22
2020-05-10,15
2020-05-11,48
2020-05-12,32
2020-05-13,36
2020-05-14,36
2020-05-15,34
2020-05-16,12
2020-05-17,18
2020-05-18,59
2020-05-19,40
2020-05-20,32
2020-05-21,38
2020-05-22,25
2020-05-23,30
2020-05-24,30
2020-05-25,49
2020-05-26,42
2020-05-27,35
2020-05-28,39
2020-05-29,37
2020-05-30,29
2020-05-31,23
2020-06-01,57
2020-06-02,31
2020-06-03,32
2020-06-04,34
2020-06-05,31
2020-06-06,24
2020-06-07,16
2020-06-08,46
2020-06-09,32
2020-06-10,31
2020-06-11,8
2020-06-12,34
2020-06-13,14
2020-06-14,9
2020-06-15,33
2020-06-16,42
2020-06-17,13
2020-06-18,12
2020-06-19,11
2020-06-20,2
2020-06-21,5
2020-06-22,18
2020-06-23,10
2020-06-24,15
2020-06-25,18
2020-06-26,6
2020-06-27,3
2020-06-28,3
2020-06-29,9
2020-06-30,1
