"dt_sin_pri","n.casos"
2019-12-31,1
2020-01-03,1
2020-02-15,1
2020-02-17,1
2020-02-22,1
2020-02-23,1
2020-03-08,1
2020-03-12,1
2020-03-14,2
2020-03-15,3
2020-03-16,7
2020-03-17,2
2020-03-18,4
2020-03-19,1
2020-03-20,6
2020-03-21,1
2020-03-22,5
2020-03-23,7
2020-03-24,5
2020-03-25,7
2020-03-26,5
2020-03-27,10
2020-03-28,7
2020-03-29,6
2020-03-30,3
2020-03-31,5
2020-04-01,15
2020-04-02,11
2020-04-03,7
2020-04-04,8
2020-04-05,13
2020-04-06,13
2020-04-07,9
2020-04-08,10
2020-04-09,11
2020-04-10,14
2020-04-11,16
2020-04-12,9
2020-04-13,16
2020-04-14,19
2020-04-15,20
2020-04-16,19
2020-04-17,15
2020-04-18,19
2020-04-19,23
2020-04-20,22
2020-04-21,10
2020-04-22,13
2020-04-23,18
2020-04-24,20
2020-04-25,19
2020-04-26,14
2020-04-27,23
2020-04-28,23
2020-04-29,16
2020-04-30,25
2020-05-01,20
2020-05-02,21
2020-05-03,16
2020-05-04,16
2020-05-05,17
2020-05-06,15
2020-05-07,21
2020-05-08,22
2020-05-09,13
2020-05-10,25
2020-05-11,12
2020-05-12,10
2020-05-13,11
2020-05-14,17
2020-05-15,16
2020-05-16,17
2020-05-17,14
2020-05-18,12
2020-05-19,12
2020-05-20,20
2020-05-21,3
2020-05-22,5
2020-05-23,10
2020-05-24,5
2020-05-25,5
2020-05-26,4
2020-05-27,4
2020-05-28,3
2020-05-29,4
2020-05-30,5
2020-05-31,3
2020-06-02,3
2020-06-03,4
