"dt_notific","n.notific"
2020-01-03,2
2020-02-17,1
2020-02-26,1
2020-02-27,1
2020-03-05,1
2020-03-15,1
2020-03-16,1
2020-03-17,2
2020-03-18,2
2020-03-19,1
2020-03-20,3
2020-03-23,4
2020-03-24,6
2020-03-25,3
2020-03-26,4
2020-03-27,3
2020-03-28,2
2020-03-29,2
2020-03-30,8
2020-03-31,10
2020-04-01,3
2020-04-02,10
2020-04-03,6
2020-04-04,5
2020-04-05,1
2020-04-06,9
2020-04-07,12
2020-04-08,14
2020-04-09,16
2020-04-10,4
2020-04-11,3
2020-04-12,5
2020-04-13,17
2020-04-14,13
2020-04-15,15
2020-04-16,13
2020-04-17,14
2020-04-18,16
2020-04-19,7
2020-04-20,22
2020-04-21,19
2020-04-22,14
2020-04-23,15
2020-04-24,14
2020-04-25,6
2020-04-26,6
2020-04-27,33
2020-04-28,24
2020-04-29,26
2020-04-30,25
2020-05-01,13
2020-05-02,11
2020-05-03,12
2020-05-04,26
2020-05-05,32
2020-05-06,22
2020-05-07,17
2020-05-08,19
2020-05-09,18
2020-05-10,12
2020-05-11,22
2020-05-12,31
2020-05-13,22
2020-05-14,19
2020-05-15,26
2020-05-16,11
2020-05-17,11
2020-05-18,33
2020-05-19,18
2020-05-20,28
2020-05-21,26
2020-05-22,15
2020-05-23,12
2020-05-24,13
2020-05-25,25
2020-05-26,15
2020-05-27,9
2020-05-28,16
2020-05-29,18
2020-05-31,2
2020-06-01,15
2020-06-02,9
2020-06-03,12
2020-06-04,12
2020-06-05,9
2020-06-06,10
2020-06-07,8
2020-06-08,14
2020-06-09,9
2020-06-10,15
2020-06-11,8
2020-06-12,11
2020-06-13,9
2020-06-14,7
2020-06-15,8
2020-06-16,6
2020-06-17,7
2020-06-18,9
2020-06-19,5
2020-06-20,8
2020-06-21,5
2020-06-22,5
2020-06-23,6
2020-06-24,9
2020-06-25,6
2020-06-26,7
2020-06-27,4
2020-06-28,2
2020-06-29,18
2020-06-30,8
2020-07-01,3
2020-07-02,5
2020-07-03,6
2020-07-04,1
2020-07-06,3
