"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-29,NA
0,0,0,2020-05-30,2
0,0,0,2020-05-31,NA
1,1,1,2020-06-01,NA
0,0,0,2020-06-02,1
0,0,0,2020-06-03,NA
1,1,1,2020-06-04,NA
1,1,1,2020-06-05,1
0,0,0,2020-06-06,1
0,0,0,2020-06-07,NA
0,0,0,2020-06-08,NA
0,0,0,2020-06-09,NA
0,0,0,2020-06-10,NA
0,0,0,2020-06-11,NA
0,0,0,2020-06-12,NA
0,0,0,2020-06-13,NA
0,0,0,2020-06-14,NA
0,0,0,2020-06-15,NA
1,1,1,2020-06-16,NA
0,0,0,2020-06-17,1
0,0,1,2020-06-18,NA
1,1,2,2020-06-19,NA
1,1,2,2020-06-20,1
0,0,1,2020-06-21,1
1,1,2,2020-06-22,NA
1,1,2,2020-06-23,1
0,0,1,2020-06-24,1
1,1,2,2020-06-25,NA
0,0,1,2020-06-26,1
1,1,2,2020-06-27,NA
1,1,2,2020-06-28,1
0,0,1,2020-06-29,1
0,0,1,2020-06-30,NA
0,0,1,2020-07-01,NA
0,0,1,2020-07-02,NA
1,1,2,2020-07-03,NA
0,0,1,2020-07-04,1
0,0,1,2020-07-05,NA
0,0,2,2020-07-06,NA
0,0,2,2020-07-07,NA
