"dt_sin_pri","n.casos"
2020-01-08,1
2020-01-17,1
2020-01-22,1
2020-01-23,1
2020-01-25,1
2020-01-31,1
2020-02-28,1
2020-03-02,1
2020-03-05,1
2020-03-11,6
2020-03-12,2
2020-03-13,5
2020-03-14,3
2020-03-15,1
2020-03-16,8
2020-03-17,5
2020-03-18,4
2020-03-19,9
2020-03-20,9
2020-03-21,7
2020-03-22,4
2020-03-23,7
2020-03-24,14
2020-03-25,12
2020-03-26,9
2020-03-27,9
2020-03-28,15
2020-03-29,15
2020-03-30,10
2020-03-31,11
2020-04-01,17
2020-04-02,16
2020-04-03,15
2020-04-04,13
2020-04-05,14
2020-04-06,13
2020-04-07,7
2020-04-08,14
2020-04-09,17
2020-04-10,23
2020-04-11,17
2020-04-12,15
2020-04-13,18
2020-04-14,17
2020-04-15,19
2020-04-16,19
2020-04-17,28
2020-04-18,27
2020-04-19,16
2020-04-20,36
2020-04-21,27
2020-04-22,26
2020-04-23,17
2020-04-24,19
2020-04-25,31
2020-04-26,33
2020-04-27,24
2020-04-28,25
2020-04-29,17
2020-04-30,25
2020-05-01,42
2020-05-02,21
2020-05-03,28
2020-05-04,24
2020-05-05,35
2020-05-06,17
2020-05-07,29
2020-05-08,27
2020-05-09,22
2020-05-10,43
2020-05-11,21
2020-05-12,33
2020-05-13,16
2020-05-14,31
2020-05-15,30
2020-05-16,17
2020-05-17,34
2020-05-18,30
2020-05-19,25
2020-05-20,34
2020-05-21,29
2020-05-22,20
2020-05-23,17
2020-05-24,21
2020-05-25,28
2020-05-26,29
2020-05-27,19
2020-05-28,31
2020-05-29,19
2020-05-30,21
2020-05-31,16
2020-06-01,30
2020-06-02,30
2020-06-03,22
2020-06-04,13
2020-06-05,23
2020-06-06,21
2020-06-07,16
2020-06-08,16
2020-06-09,17
2020-06-10,26
2020-06-11,10
2020-06-12,16
2020-06-13,10
2020-06-14,19
2020-06-15,11
2020-06-16,22
2020-06-17,15
2020-06-18,20
2020-06-19,17
2020-06-20,16
2020-06-21,11
2020-06-22,15
2020-06-23,10
2020-06-24,8
2020-06-25,17
2020-06-26,11
2020-06-27,17
2020-06-28,12
2020-06-29,10
2020-06-30,7
2020-07-01,15
2020-07-02,7
2020-07-03,12
2020-07-04,7
2020-07-05,8
2020-07-06,4
2020-07-07,1
2020-07-08,6
2020-07-09,2
2020-07-10,1
2020-07-11,2
