"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-04-12,2
0,0,0,2020-04-13,NA
0,0,0,2020-04-14,NA
0,0,0,2020-04-15,NA
2,2,2,2020-04-16,2
0,0,0,2020-04-17,NA
1,1,1,2020-04-18,1
1,1,1,2020-04-19,1
0,0,0,2020-04-20,NA
1,1,1,2020-04-21,1
2,2,2,2020-04-22,2
2,2,2,2020-04-23,2
0,0,0,2020-04-24,NA
4,4,4,2020-04-25,4
2,2,3,2020-04-26,2
0,0,1,2020-04-27,NA
0,0,1,2020-04-28,NA
2,2,3,2020-04-29,2
1,1,2,2020-04-30,1
1,1,2,2020-05-01,1
2,2,3,2020-05-02,2
2,2,3,2020-05-03,2
0,0,1,2020-05-04,NA
1,1,2,2020-05-05,1
0,0,1,2020-05-06,NA
1,1,2,2020-05-07,1
2,2,3,2020-05-08,2
0,0,1,2020-05-09,NA
2,2,3,2020-05-10,2
0,0,2,2020-05-11,NA
1,1,3,2020-05-12,1
1,1,3,2020-05-13,1
1,1,3,2020-05-14,1
3,3,6,2020-05-15,3
2,2,5,2020-05-16,2
6,5,9,2020-05-17,5
4,3,7,2020-05-18,3
1,0,4,2020-05-19,NA
2,1,6,2020-05-20,1
3,1,8,2020-05-21,1
