"estimate","lower","upper","onset_date","n.reported"
3,3,3,2020-05-19,3
4,4,4,2020-05-20,4
3,3,3,2020-05-21,3
9,9,9,2020-05-22,9
1,1,1,2020-05-23,1
2,2,2,2020-05-24,2
5,5,5,2020-05-25,5
3,3,3,2020-05-26,3
3,3,4,2020-05-27,3
6,6,7,2020-05-28,6
5,5,6,2020-05-29,5
2,2,3,2020-05-30,2
2,2,3,2020-05-31,2
1,1,2,2020-06-01,1
2,2,3,2020-06-02,2
3,3,4,2020-06-03,3
2,2,3,2020-06-04,2
2,2,4,2020-06-05,2
3,3,5,2020-06-06,3
0,0,2,2020-06-07,NA
6,6,8,2020-06-08,6
2,2,4,2020-06-09,2
4,4,7,2020-06-10,4
5,4,7,2020-06-11,4
8,7,10,2020-06-12,7
5,4,7,2020-06-13,4
5,4,7,2020-06-14,4
6,5,9,2020-06-15,5
2,1,4,2020-06-16,1
5,4,7,2020-06-17,4
5,4,8,2020-06-18,4
3,2,6,2020-06-19,2
3,2,6,2020-06-20,2
3,2,6,2020-06-21,2
5,3,8,2020-06-22,3
8,6,13,2020-06-23,6
6,3,11,2020-06-24,3
8,4,15,2020-06-25,3
19,12,36,2020-06-26,9
15,5,43,2020-06-27,2
