"dt_evoluca","n.casos"
2020-03-24,1
2020-03-27,1
2020-03-30,2
2020-04-01,1
2020-04-02,4
2020-04-03,10
2020-04-04,2
2020-04-05,12
2020-04-06,13
2020-04-07,9
2020-04-08,15
2020-04-09,16
2020-04-10,13
2020-04-11,18
2020-04-12,27
2020-04-13,19
2020-04-14,32
2020-04-15,40
2020-04-16,34
2020-04-17,35
2020-04-18,49
2020-04-19,38
2020-04-20,43
2020-04-21,30
2020-04-22,51
2020-04-23,66
2020-04-24,41
2020-04-25,42
2020-04-26,54
2020-04-27,62
2020-04-28,67
2020-04-29,64
2020-04-30,57
2020-05-01,57
2020-05-02,67
2020-05-03,59
2020-05-04,61
2020-05-05,63
2020-05-06,56
2020-05-07,56
2020-05-08,51
2020-05-09,45
2020-05-10,50
2020-05-11,57
2020-05-12,65
2020-05-13,51
2020-05-14,45
2020-05-15,37
2020-05-16,41
2020-05-17,41
2020-05-18,42
2020-05-19,49
2020-05-20,35
2020-05-21,37
2020-05-22,44
2020-05-23,20
2020-05-24,30
2020-05-25,36
2020-05-26,27
2020-05-27,25
2020-05-28,25
2020-05-29,18
2020-05-30,23
2020-05-31,24
2020-06-01,15
2020-06-02,13
2020-06-03,21
2020-06-04,26
2020-06-05,13
2020-06-06,17
2020-06-07,16
2020-06-08,12
2020-06-09,21
2020-06-10,16
2020-06-11,11
2020-06-12,10
2020-06-13,8
2020-06-14,16
2020-06-15,15
2020-06-16,14
2020-06-17,6
2020-06-18,5
2020-06-19,5
2020-06-20,9
2020-06-21,6
2020-06-22,7
2020-06-23,4
2020-06-24,10
2020-06-25,6
2020-06-26,7
2020-06-27,6
2020-06-28,5
