"dt_evoluca","n.casos"
2020-01-14,1
2020-01-24,1
2020-01-25,1
2020-01-30,1
2020-02-22,1
2020-02-24,1
2020-03-11,1
2020-03-15,1
2020-03-16,2
2020-03-18,2
2020-03-19,3
2020-03-20,4
2020-03-21,6
2020-03-22,7
2020-03-23,4
2020-03-24,9
2020-03-25,11
2020-03-26,9
2020-03-27,10
2020-03-28,10
2020-03-29,9
2020-03-30,9
2020-03-31,13
2020-04-01,7
2020-04-02,12
2020-04-03,9
2020-04-04,10
2020-04-05,15
2020-04-06,12
2020-04-07,20
2020-04-08,6
2020-04-09,13
2020-04-10,9
2020-04-11,11
2020-04-12,10
2020-04-13,15
2020-04-14,13
2020-04-15,10
2020-04-16,15
2020-04-17,9
2020-04-18,13
2020-04-19,8
2020-04-20,17
2020-04-21,4
2020-04-22,7
2020-04-23,18
2020-04-24,17
2020-04-25,10
2020-04-26,14
2020-04-27,10
2020-04-28,14
2020-04-29,10
2020-04-30,10
2020-05-01,13
2020-05-02,11
2020-05-03,12
2020-05-04,9
2020-05-05,15
2020-05-06,10
2020-05-07,16
2020-05-08,12
2020-05-09,11
2020-05-10,17
2020-05-11,21
2020-05-12,13
2020-05-13,13
2020-05-14,10
2020-05-15,25
2020-05-16,12
2020-05-17,19
2020-05-18,20
2020-05-19,16
2020-05-20,22
2020-05-21,18
2020-05-22,12
2020-05-23,29
2020-05-24,14
2020-05-25,20
2020-05-26,27
2020-05-27,24
2020-05-28,18
2020-05-29,22
2020-05-30,22
2020-05-31,38
2020-06-01,34
2020-06-02,23
2020-06-03,26
2020-06-04,34
2020-06-05,17
2020-06-06,32
2020-06-07,43
2020-06-08,29
2020-06-09,26
2020-06-10,27
2020-06-11,31
2020-06-12,40
2020-06-13,34
2020-06-14,30
2020-06-15,32
2020-06-16,42
2020-06-17,29
2020-06-18,46
2020-06-19,39
2020-06-20,42
2020-06-21,29
2020-06-22,37
2020-06-23,38
2020-06-24,30
2020-06-25,23
2020-06-26,38
2020-06-27,35
2020-06-28,40
2020-06-29,31
2020-06-30,38
2020-07-01,35
2020-07-02,47
2020-07-03,30
2020-07-04,40
2020-07-05,39
2020-07-06,36
2020-07-07,44
2020-07-08,36
2020-07-09,37
2020-07-10,30
2020-07-11,41
2020-07-12,39
2020-07-13,35
2020-07-14,28
2020-07-15,22
2020-07-16,7
