"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-04-07,NA
0,0,0,2020-04-08,1
0,0,0,2020-04-09,NA
0,0,1,2020-04-10,NA
0,0,1,2020-04-11,NA
0,0,1,2020-04-12,NA
2,2,3,2020-04-13,NA
1,1,2,2020-04-14,2
1,1,2,2020-04-15,1
0,0,1,2020-04-16,1
1,1,2,2020-04-17,NA
2,2,3,2020-04-18,1
1,1,2,2020-04-19,2
0,0,2,2020-04-20,1
1,1,3,2020-04-21,NA
0,0,2,2020-04-22,1
2,2,4,2020-04-23,NA
1,1,3,2020-04-24,2
0,0,2,2020-04-25,1
0,0,2,2020-04-26,NA
2,2,4,2020-04-27,NA
2,2,5,2020-04-28,2
1,1,4,2020-04-29,2
3,3,6,2020-04-30,1
0,0,3,2020-05-01,3
4,3,7,2020-05-02,NA
3,2,6,2020-05-03,3
2,1,5,2020-05-04,2
1,0,4,2020-05-05,1
2,1,5,2020-05-06,NA
1,0,5,2020-05-07,1
2,1,7,2020-05-08,NA
2,0,6,2020-05-09,1
2,0,7,2020-05-10,NA
2,0,8,2020-05-11,NA
2,0,9,2020-05-12,NA
2,0,10,2020-05-13,NA
2,0,11,2020-05-14,NA
2,0,12,2020-05-15,NA
2,0,14,2020-05-16,NA
