"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-16,NA
0,0,0,2020-05-17,2
7,7,7,2020-05-18,NA
1,1,1,2020-05-19,7
0,0,0,2020-05-20,1
1,1,1,2020-05-21,NA
2,2,2,2020-05-22,1
3,3,3,2020-05-23,2
3,3,3,2020-05-24,3
2,2,2,2020-05-25,3
4,4,4,2020-05-26,2
4,4,4,2020-05-27,4
4,4,4,2020-05-28,4
3,3,3,2020-05-29,4
1,1,1,2020-05-30,3
6,6,6,2020-05-31,1
4,4,4,2020-06-01,6
1,1,1,2020-06-02,4
1,1,1,2020-06-03,1
1,1,1,2020-06-04,1
2,2,2,2020-06-05,1
2,2,2,2020-06-06,2
1,1,1,2020-06-07,2
0,0,1,2020-06-08,1
1,1,2,2020-06-09,NA
2,2,3,2020-06-10,1
7,7,9,2020-06-11,2
3,3,5,2020-06-12,7
3,3,5,2020-06-13,3
0,0,2,2020-06-14,3
2,2,5,2020-06-15,NA
9,8,11,2020-06-16,2
2,1,4,2020-06-17,8
6,5,9,2020-06-18,1
5,4,9,2020-06-19,5
5,3,10,2020-06-20,4
10,7,15,2020-06-21,3
5,2,11,2020-06-22,7
5,2,11,2020-06-23,2
4,0,11,2020-06-24,2
