"dt_notific","n.notific"
2020-03-14,1
2020-03-16,2
2020-03-18,1
2020-03-23,2
2020-03-24,1
2020-03-25,1
2020-03-26,1
2020-03-29,1
2020-03-30,1
2020-03-31,1
2020-04-01,1
2020-04-03,1
2020-04-04,2
2020-04-05,1
2020-04-07,1
2020-04-08,3
2020-04-09,4
2020-04-10,4
2020-04-11,3
2020-04-12,3
2020-04-13,5
2020-04-14,1
2020-04-15,5
2020-04-16,7
2020-04-17,9
2020-04-18,7
2020-04-19,14
2020-04-20,10
2020-04-21,14
2020-04-22,11
2020-04-23,14
2020-04-24,13
2020-04-25,12
2020-04-26,9
2020-04-27,16
2020-04-28,15
2020-04-29,23
2020-04-30,16
2020-05-01,11
2020-05-02,21
2020-05-03,13
2020-05-04,22
2020-05-05,23
2020-05-06,27
2020-05-07,33
2020-05-08,31
2020-05-09,21
2020-05-10,25
2020-05-11,29
2020-05-12,36
2020-05-13,41
2020-05-14,40
2020-05-15,34
2020-05-16,36
2020-05-17,28
2020-05-18,43
2020-05-19,40
2020-05-20,53
2020-05-21,45
2020-05-22,32
2020-05-23,36
2020-05-24,43
2020-05-25,42
2020-05-26,44
2020-05-27,40
2020-05-28,31
2020-05-29,23
2020-05-30,30
2020-05-31,33
2020-06-01,66
2020-06-02,69
2020-06-03,70
2020-06-04,52
2020-06-05,63
2020-06-06,33
2020-06-07,26
2020-06-08,56
2020-06-09,45
2020-06-10,50
2020-06-11,18
2020-06-12,50
2020-06-13,14
2020-06-14,11
2020-06-15,54
2020-06-16,49
2020-06-17,41
2020-06-18,39
2020-06-19,34
2020-06-20,22
2020-06-21,14
2020-06-22,56
2020-06-23,43
2020-06-24,16
2020-06-25,33
2020-06-26,26
2020-06-27,13
2020-06-28,14
2020-06-29,15
2020-06-30,55
2020-07-01,24
2020-07-02,35
2020-07-03,37
2020-07-04,12
2020-07-05,6
2020-07-06,45
2020-07-07,21
2020-07-08,33
2020-07-09,30
2020-07-10,32
2020-07-11,5
2020-07-12,3
2020-07-13,38
2020-07-14,21
2020-07-15,31
2020-07-16,37
2020-07-17,16
2020-07-18,3
2020-07-19,4
2020-07-20,27
2020-07-21,16
