"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-10,NA
1,1,1,2020-05-11,2
1,1,1,2020-05-12,1
1,1,1,2020-05-13,1
0,0,0,2020-05-14,1
1,1,1,2020-05-15,NA
0,0,0,2020-05-16,1
0,0,0,2020-05-17,NA
1,1,1,2020-05-18,NA
1,1,1,2020-05-19,1
4,4,4,2020-05-20,1
1,1,1,2020-05-21,4
0,0,0,2020-05-22,1
1,1,1,2020-05-23,NA
0,0,1,2020-05-24,1
1,1,2,2020-05-25,NA
1,1,2,2020-05-26,1
3,3,4,2020-05-27,1
0,0,1,2020-05-28,3
1,1,2,2020-05-29,NA
0,0,1,2020-05-30,1
1,1,2,2020-05-31,NA
1,1,2,2020-06-01,1
0,0,1,2020-06-02,1
2,2,3,2020-06-03,NA
1,1,2,2020-06-04,2
3,3,4,2020-06-05,1
1,1,2,2020-06-06,3
0,0,1,2020-06-07,1
1,1,2,2020-06-08,NA
1,1,3,2020-06-09,1
1,1,3,2020-06-10,1
2,2,4,2020-06-11,1
0,0,2,2020-06-12,2
0,0,2,2020-06-13,NA
1,1,3,2020-06-14,NA
1,1,3,2020-06-15,1
2,2,5,2020-06-16,1
1,0,3,2020-06-17,2
1,0,3,2020-06-18,NA
