"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-11,2
1,1,2,2020-05-12,1
2,2,3,2020-05-13,2
2,2,3,2020-05-14,2
4,4,5,2020-05-15,4
2,2,3,2020-05-16,2
7,7,8,2020-05-17,7
6,6,8,2020-05-18,6
4,4,6,2020-05-19,4
4,4,6,2020-05-20,4
2,2,4,2020-05-21,2
2,2,4,2020-05-22,2
3,3,5,2020-05-23,3
2,2,4,2020-05-24,2
3,3,5,2020-05-25,3
1,1,3,2020-05-26,1
1,1,3,2020-05-27,1
3,3,5,2020-05-28,3
4,4,6,2020-05-29,4
1,1,3,2020-05-30,1
2,2,4,2020-05-31,2
3,3,5,2020-06-01,3
5,5,7,2020-06-02,5
0,0,3,2020-06-03,NA
4,4,7,2020-06-04,4
3,3,6,2020-06-05,3
4,4,7,2020-06-06,4
5,4,7,2020-06-07,4
6,5,9,2020-06-08,5
4,3,7,2020-06-09,3
5,4,9,2020-06-10,4
4,2,7,2020-06-11,2
2,0,6,2020-06-12,NA
5,2,9,2020-06-13,2
4,1,9,2020-06-14,1
5,2,10,2020-06-15,2
3,0,9,2020-06-16,NA
5,1,11,2020-06-17,1
4,0,10,2020-06-18,NA
4,0,11,2020-06-19,NA
