"dt_evoluca","n.casos"
2020-03-19,1
2020-03-22,1
2020-03-23,2
2020-03-24,3
2020-03-25,3
2020-03-26,5
2020-03-27,3
2020-03-28,4
2020-03-29,5
2020-03-30,9
2020-03-31,5
2020-04-01,7
2020-04-02,7
2020-04-03,12
2020-04-04,14
2020-04-05,14
2020-04-06,13
2020-04-07,15
2020-04-08,12
2020-04-09,12
2020-04-10,14
2020-04-11,15
2020-04-12,16
2020-04-13,26
2020-04-14,23
2020-04-15,32
2020-04-16,34
2020-04-17,26
2020-04-18,37
2020-04-19,38
2020-04-20,39
2020-04-21,33
2020-04-22,50
2020-04-23,30
2020-04-24,43
2020-04-25,47
2020-04-26,48
2020-04-27,33
2020-04-28,60
2020-04-29,43
2020-04-30,51
2020-05-01,47
2020-05-02,60
2020-05-03,59
2020-05-04,55
2020-05-05,54
2020-05-06,60
2020-05-07,51
2020-05-08,42
2020-05-09,44
2020-05-10,49
2020-05-11,45
2020-05-12,47
2020-05-13,34
2020-05-14,50
2020-05-15,31
2020-05-16,42
2020-05-17,45
2020-05-18,34
2020-05-19,31
2020-05-20,20
2020-05-21,27
2020-05-22,21
2020-05-23,38
2020-05-24,25
2020-05-25,29
2020-05-26,16
2020-05-27,18
2020-05-28,9
2020-05-29,24
2020-05-30,18
2020-05-31,11
2020-06-01,17
2020-06-02,2
2020-06-03,11
2020-06-04,5
2020-06-05,2
2020-06-06,1
