"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-17,2
3,3,3,2020-05-18,3
3,3,4,2020-05-19,3
8,8,9,2020-05-20,8
0,0,1,2020-05-21,NA
2,2,3,2020-05-22,2
0,0,1,2020-05-23,NA
2,2,3,2020-05-24,2
8,8,10,2020-05-25,8
2,2,4,2020-05-26,2
4,4,6,2020-05-27,4
2,2,4,2020-05-28,2
2,2,4,2020-05-29,2
2,2,4,2020-05-30,2
5,5,7,2020-05-31,5
7,7,9,2020-06-01,7
1,1,3,2020-06-02,1
0,0,2,2020-06-03,NA
4,4,6,2020-06-04,4
4,4,6,2020-06-05,4
1,1,3,2020-06-06,1
4,4,6,2020-06-07,4
0,0,2,2020-06-08,NA
1,1,4,2020-06-09,1
5,4,7,2020-06-10,4
3,2,5,2020-06-11,2
4,3,7,2020-06-12,3
1,0,4,2020-06-13,NA
1,0,4,2020-06-14,NA
2,1,5,2020-06-15,1
1,0,5,2020-06-16,NA
2,1,6,2020-06-17,1
1,0,5,2020-06-18,NA
1,0,5,2020-06-19,NA
2,0,6,2020-06-20,NA
2,0,6,2020-06-21,NA
2,0,6,2020-06-22,NA
2,0,7,2020-06-23,NA
2,0,7,2020-06-24,NA
2,0,7,2020-06-25,NA
