"dt_evoluca","n.casos"
2020-03-27,1
2020-03-30,2
2020-04-01,1
2020-04-02,3
2020-04-03,8
2020-04-04,2
2020-04-05,11
2020-04-06,10
2020-04-07,8
2020-04-08,11
2020-04-09,13
2020-04-10,11
2020-04-11,15
2020-04-12,25
2020-04-13,18
2020-04-14,31
2020-04-15,33
2020-04-16,25
2020-04-17,30
2020-04-18,44
2020-04-19,33
2020-04-20,43
2020-04-21,26
2020-04-22,44
2020-04-23,57
2020-04-24,37
2020-04-25,41
2020-04-26,42
2020-04-27,49
2020-04-28,50
2020-04-29,44
2020-04-30,40
2020-05-01,40
2020-05-02,45
2020-05-03,43
2020-05-04,42
2020-05-05,38
2020-05-06,33
2020-05-07,38
2020-05-08,34
2020-05-09,27
2020-05-10,31
2020-05-11,39
2020-05-12,44
2020-05-13,33
2020-05-14,26
2020-05-15,28
2020-05-16,33
2020-05-17,26
2020-05-18,29
2020-05-19,38
2020-05-20,22
2020-05-21,20
2020-05-22,21
2020-05-23,14
2020-05-24,15
2020-05-25,22
2020-05-26,21
2020-05-27,13
2020-05-28,16
2020-05-29,11
2020-05-30,14
2020-05-31,15
2020-06-01,11
2020-06-02,11
2020-06-03,15
2020-06-04,19
2020-06-05,10
2020-06-06,10
2020-06-07,11
2020-06-08,7
2020-06-09,13
2020-06-10,10
2020-06-11,8
2020-06-12,7
2020-06-13,3
2020-06-14,9
2020-06-15,11
2020-06-16,11
2020-06-17,4
2020-06-18,4
2020-06-19,5
2020-06-20,3
2020-06-21,4
2020-06-22,7
2020-06-23,3
2020-06-24,8
2020-06-25,2
2020-06-26,3
2020-06-27,6
2020-06-28,5
2020-06-29,5
2020-06-30,2
2020-07-01,9
2020-07-02,8
2020-07-03,4
2020-07-04,3
2020-07-05,2
2020-07-06,4
2020-07-07,2
2020-07-08,5
2020-07-09,3
2020-07-10,3
2020-07-11,6
2020-07-12,1
2020-07-13,1
2020-07-14,2
2020-07-15,3
2020-07-16,2
2020-07-17,4
2020-07-18,5
2020-07-19,3
2020-07-20,1
2020-07-21,1
