"dt_sin_pri","n.casos"
2020-01-01,2
2020-01-03,1
2020-01-04,1
2020-01-05,2
2020-01-06,2
2020-01-07,2
2020-01-09,2
2020-01-10,1
2020-01-13,3
2020-01-15,2
2020-01-16,1
2020-01-18,2
2020-01-19,2
2020-01-20,4
2020-01-22,1
2020-01-23,1
2020-01-26,2
2020-01-27,1
2020-01-28,4
2020-01-29,3
2020-01-30,3
2020-01-31,1
2020-02-01,1
2020-02-02,1
2020-02-03,1
2020-02-05,1
2020-02-06,3
2020-02-07,1
2020-02-08,1
2020-02-09,2
2020-02-10,3
2020-02-11,3
2020-02-12,1
2020-02-14,3
2020-02-15,2
2020-02-16,3
2020-02-17,3
2020-02-18,3
2020-02-19,3
2020-02-20,3
2020-02-21,4
2020-02-22,6
2020-02-23,3
2020-02-24,2
2020-02-25,3
2020-02-26,4
2020-02-27,2
2020-02-28,6
2020-02-29,6
2020-03-01,2
2020-03-02,2
2020-03-04,2
2020-03-06,2
2020-03-07,3
2020-03-08,2
2020-03-09,2
2020-03-10,2
2020-03-11,3
2020-03-12,5
2020-03-13,1
2020-03-14,3
2020-03-15,2
2020-03-16,10
2020-03-17,5
2020-03-18,2
2020-03-19,8
2020-03-20,16
2020-03-21,17
2020-03-22,9
2020-03-23,16
2020-03-24,16
2020-03-25,24
2020-03-26,20
2020-03-27,22
2020-03-28,21
2020-03-29,23
2020-03-30,20
2020-03-31,20
2020-04-01,61
2020-04-02,38
2020-04-03,39
2020-04-04,54
2020-04-05,39
2020-04-06,53
2020-04-07,40
2020-04-08,53
2020-04-09,47
2020-04-10,96
2020-04-11,53
2020-04-12,59
2020-04-13,49
2020-04-14,66
2020-04-15,75
2020-04-16,64
2020-04-17,62
2020-04-18,61
2020-04-19,69
2020-04-20,120
2020-04-21,49
2020-04-22,58
2020-04-23,59
2020-04-24,67
2020-04-25,60
2020-04-26,46
2020-04-27,50
2020-04-28,56
2020-04-29,38
2020-04-30,51
2020-05-01,97
2020-05-02,61
2020-05-03,50
2020-05-04,45
2020-05-05,41
2020-05-06,28
2020-05-07,31
2020-05-08,41
2020-05-09,21
2020-05-10,50
2020-05-11,22
2020-05-12,28
2020-05-13,15
2020-05-14,18
2020-05-15,32
2020-05-16,14
2020-05-17,37
2020-05-18,35
2020-05-19,15
2020-05-20,31
2020-05-21,8
2020-05-22,9
2020-05-23,8
2020-05-24,14
2020-05-25,12
2020-05-26,10
2020-05-27,5
2020-05-28,14
2020-05-29,14
2020-05-30,8
2020-05-31,5
2020-06-01,7
2020-06-02,5
2020-06-03,4
2020-06-04,1
