"dt_sin_pri","n.casos"
2019-12-29,3
2019-12-30,1
2019-12-31,3
2020-01-01,4
2020-01-02,2
2020-01-03,1
2020-01-04,4
2020-01-05,4
2020-01-06,4
2020-01-08,3
2020-01-09,6
2020-01-10,2
2020-01-11,3
2020-01-12,5
2020-01-13,2
2020-01-14,3
2020-01-15,2
2020-01-16,5
2020-01-17,5
2020-01-18,2
2020-01-19,4
2020-01-20,5
2020-01-21,3
2020-01-22,2
2020-01-23,4
2020-01-24,1
2020-01-25,4
2020-01-26,2
2020-01-27,3
2020-01-28,3
2020-01-29,1
2020-01-30,2
2020-01-31,2
2020-02-01,5
2020-02-02,4
2020-02-03,1
2020-02-04,5
2020-02-05,2
2020-02-06,1
2020-02-07,6
2020-02-08,2
2020-02-10,6
2020-02-12,2
2020-02-13,4
2020-02-14,5
2020-02-16,5
2020-02-17,14
2020-02-18,2
2020-02-19,9
2020-02-20,5
2020-02-21,8
2020-02-22,12
2020-02-23,6
2020-02-24,7
2020-02-25,5
2020-02-26,8
2020-02-27,7
2020-02-28,8
2020-02-29,5
2020-03-01,20
2020-03-02,8
2020-03-03,8
2020-03-04,5
2020-03-05,4
2020-03-06,4
2020-03-07,12
2020-03-08,11
2020-03-09,12
2020-03-10,12
2020-03-11,19
2020-03-12,30
2020-03-13,19
2020-03-14,29
2020-03-15,40
2020-03-16,45
2020-03-17,56
2020-03-18,60
2020-03-19,51
2020-03-20,90
2020-03-21,62
2020-03-22,48
2020-03-23,63
2020-03-24,67
2020-03-25,66
2020-03-26,61
2020-03-27,54
2020-03-28,56
2020-03-29,57
2020-03-30,74
2020-03-31,72
2020-04-01,124
2020-04-02,79
2020-04-03,85
2020-04-04,115
2020-04-05,111
2020-04-06,139
2020-04-07,112
2020-04-08,129
2020-04-09,125
2020-04-10,186
2020-04-11,141
2020-04-12,142
2020-04-13,166
2020-04-14,199
2020-04-15,190
2020-04-16,214
2020-04-17,200
2020-04-18,209
2020-04-19,195
2020-04-20,303
2020-04-21,212
2020-04-22,203
2020-04-23,232
2020-04-24,246
2020-04-25,263
2020-04-26,244
2020-04-27,235
2020-04-28,279
2020-04-29,235
2020-04-30,256
2020-05-01,383
2020-05-02,244
2020-05-03,251
2020-05-04,256
2020-05-05,261
2020-05-06,228
2020-05-07,194
2020-05-08,230
2020-05-09,227
2020-05-10,290
2020-05-11,259
2020-05-12,241
2020-05-13,235
2020-05-14,206
2020-05-15,256
2020-05-16,180
2020-05-17,215
2020-05-18,246
2020-05-19,171
2020-05-20,270
2020-05-21,175
2020-05-22,155
2020-05-23,156
2020-05-24,156
2020-05-25,221
2020-05-26,158
2020-05-27,146
2020-05-28,171
2020-05-29,149
2020-05-30,163
2020-05-31,125
2020-06-01,200
2020-06-02,133
2020-06-03,142
2020-06-04,135
2020-06-05,153
2020-06-06,109
2020-06-07,70
2020-06-08,94
2020-06-09,98
2020-06-10,115
2020-06-11,58
2020-06-12,82
2020-06-13,66
2020-06-14,64
2020-06-15,78
2020-06-16,59
2020-06-17,50
2020-06-18,43
2020-06-19,62
2020-06-20,50
2020-06-21,35
2020-06-22,30
2020-06-23,18
2020-06-24,27
2020-06-25,14
2020-06-26,11
2020-06-27,7
