"dt_evoluca","n.casos"
2020-01-09,1
2020-02-04,1
2020-02-15,1
2020-02-21,1
2020-02-24,1
2020-03-05,1
2020-03-10,1
2020-03-12,2
2020-03-13,2
2020-03-15,3
2020-03-16,4
2020-03-17,1
2020-03-18,3
2020-03-19,5
2020-03-20,8
2020-03-21,13
2020-03-22,9
2020-03-23,15
2020-03-24,20
2020-03-25,10
2020-03-26,23
2020-03-27,22
2020-03-28,29
2020-03-29,29
2020-03-30,30
2020-03-31,43
2020-04-01,34
2020-04-02,47
2020-04-03,44
2020-04-04,46
2020-04-05,56
2020-04-06,53
2020-04-07,54
2020-04-08,43
2020-04-09,33
2020-04-10,43
2020-04-11,29
2020-04-12,43
2020-04-13,48
2020-04-14,45
2020-04-15,44
2020-04-16,45
2020-04-17,40
2020-04-18,47
2020-04-19,44
2020-04-20,44
2020-04-21,34
2020-04-22,49
2020-04-23,49
2020-04-24,37
2020-04-25,34
2020-04-26,45
2020-04-27,41
2020-04-28,48
2020-04-29,52
2020-04-30,46
2020-05-01,62
2020-05-02,39
2020-05-03,46
2020-05-04,47
2020-05-05,55
2020-05-06,42
2020-05-07,71
2020-05-08,62
2020-05-09,65
2020-05-10,59
2020-05-11,57
2020-05-12,59
2020-05-13,64
2020-05-14,61
2020-05-15,44
2020-05-16,59
2020-05-17,54
2020-05-18,68
2020-05-19,52
2020-05-20,53
2020-05-21,52
2020-05-22,52
2020-05-23,50
2020-05-24,45
2020-05-25,44
2020-05-26,46
2020-05-27,42
2020-05-28,35
2020-05-29,40
2020-05-30,35
2020-05-31,28
2020-06-01,40
2020-06-02,29
2020-06-03,27
2020-06-04,21
2020-06-05,11
2020-06-06,7
2020-06-07,5
