"dt_notific","n.notific"
2020-01-02,1
2020-01-05,1
2020-01-07,1
2020-01-09,1
2020-01-27,1
2020-01-31,1
2020-02-10,1
2020-02-12,2
2020-02-17,2
2020-02-19,1
2020-02-20,1
2020-02-21,2
2020-02-28,1
2020-03-04,2
2020-03-09,1
2020-03-12,2
2020-03-13,5
2020-03-15,3
2020-03-16,11
2020-03-17,12
2020-03-18,45
2020-03-19,45
2020-03-20,73
2020-03-21,53
2020-03-22,25
2020-03-23,114
2020-03-24,87
2020-03-25,79
2020-03-26,111
2020-03-27,111
2020-03-28,40
2020-03-29,47
2020-03-30,124
2020-03-31,110
2020-04-01,107
2020-04-02,104
2020-04-03,77
2020-04-04,51
2020-04-05,50
2020-04-06,128
2020-04-07,92
2020-04-08,83
2020-04-09,72
2020-04-10,59
2020-04-11,38
2020-04-12,34
2020-04-13,95
2020-04-14,77
2020-04-15,70
2020-04-16,78
2020-04-17,47
2020-04-18,31
2020-04-19,29
2020-04-20,66
2020-04-21,24
2020-04-22,67
2020-04-23,57
2020-04-24,42
2020-04-25,13
2020-04-26,16
2020-04-27,50
2020-04-28,22
2020-04-29,38
2020-04-30,22
2020-05-01,5
2020-05-02,3
2020-05-03,2
2020-05-04,3
