"dt_notific","n.notific"
2020-02-20,1
2020-03-01,1
2020-03-07,1
2020-03-09,1
2020-03-12,3
2020-03-13,5
2020-03-14,2
2020-03-15,11
2020-03-16,15
2020-03-17,17
2020-03-18,58
2020-03-19,66
2020-03-20,128
2020-03-21,74
2020-03-22,64
2020-03-23,205
2020-03-24,188
2020-03-25,197
2020-03-26,250
2020-03-27,269
2020-03-28,141
2020-03-29,109
2020-03-30,421
2020-03-31,307
2020-04-01,316
2020-04-02,313
2020-04-03,238
2020-04-04,157
2020-04-05,119
2020-04-06,413
2020-04-07,263
2020-04-08,257
2020-04-09,245
2020-04-10,181
2020-04-11,154
2020-04-12,124
2020-04-13,331
2020-04-14,302
2020-04-15,301
2020-04-16,262
2020-04-17,279
2020-04-18,194
2020-04-19,166
2020-04-20,335
2020-04-21,235
2020-04-22,451
2020-04-23,410
2020-04-24,370
2020-04-25,251
2020-04-26,188
2020-04-27,568
2020-04-28,335
2020-04-29,483
2020-04-30,442
2020-05-01,337
2020-05-02,249
2020-05-03,200
2020-05-04,536
2020-05-05,473
2020-05-06,445
2020-05-07,379
2020-05-08,366
2020-05-09,244
2020-05-10,212
2020-05-11,552
2020-05-12,468
2020-05-13,405
2020-05-14,453
2020-05-15,398
2020-05-16,221
2020-05-17,218
2020-05-18,551
2020-05-19,520
2020-05-20,449
2020-05-21,385
2020-05-22,471
2020-05-23,252
2020-05-24,203
2020-05-25,439
2020-05-26,412
2020-05-27,429
2020-05-28,370
2020-05-29,316
2020-05-30,246
2020-05-31,176
2020-06-01,448
2020-06-02,366
2020-06-03,334
2020-06-04,282
2020-06-05,322
2020-06-06,168
2020-06-07,186
2020-06-08,372
2020-06-09,315
2020-06-10,361
2020-06-11,272
2020-06-12,288
2020-06-13,160
2020-06-14,103
2020-06-15,342
2020-06-16,268
2020-06-17,295
2020-06-18,235
2020-06-19,221
2020-06-20,112
2020-06-21,110
2020-06-22,279
2020-06-23,222
2020-06-24,177
2020-06-25,175
2020-06-26,191
2020-06-27,66
2020-06-28,50
2020-06-29,183
2020-06-30,146
2020-07-01,121
2020-07-02,117
2020-07-03,94
