"dt_sin_pri","n.casos"
2020-01-01,1
2020-01-02,1
2020-01-05,2
2020-01-06,2
2020-01-07,1
2020-01-08,2
2020-01-10,3
2020-01-11,1
2020-01-13,3
2020-01-14,2
2020-01-15,4
2020-01-16,7
2020-01-17,1
2020-01-18,2
2020-01-20,3
2020-01-21,2
2020-01-22,2
2020-01-23,4
2020-01-24,1
2020-01-25,2
2020-01-26,4
2020-01-27,2
2020-01-29,2
2020-01-30,3
2020-01-31,3
2020-02-01,1
2020-02-02,5
2020-02-03,1
2020-02-04,3
2020-02-05,3
2020-02-06,1
2020-02-07,7
2020-02-08,2
2020-02-09,6
2020-02-10,8
2020-02-11,2
2020-02-12,3
2020-02-13,3
2020-02-14,4
2020-02-15,4
2020-02-16,3
2020-02-17,9
2020-02-18,4
2020-02-19,1
2020-02-20,3
2020-02-21,5
2020-02-22,2
2020-02-23,3
2020-02-24,5
2020-02-25,7
2020-02-27,2
2020-02-28,1
2020-02-29,3
2020-03-01,5
2020-03-02,4
2020-03-03,3
2020-03-04,3
2020-03-05,7
2020-03-06,7
2020-03-07,8
2020-03-08,8
2020-03-09,6
2020-03-10,17
2020-03-11,9
2020-03-12,12
2020-03-13,14
2020-03-14,16
2020-03-15,18
2020-03-16,26
2020-03-17,22
2020-03-18,41
2020-03-19,38
2020-03-20,76
2020-03-21,45
2020-03-22,48
2020-03-23,61
2020-03-24,49
2020-03-25,56
2020-03-26,37
2020-03-27,48
2020-03-28,37
2020-03-29,43
2020-03-30,52
2020-03-31,52
2020-04-01,79
2020-04-02,55
2020-04-03,63
2020-04-04,50
2020-04-05,62
2020-04-06,62
2020-04-07,79
2020-04-08,80
2020-04-09,90
2020-04-10,127
2020-04-11,92
2020-04-12,108
2020-04-13,119
2020-04-14,101
2020-04-15,125
2020-04-16,134
2020-04-17,145
2020-04-18,148
2020-04-19,173
2020-04-20,257
2020-04-21,166
2020-04-22,161
2020-04-23,170
2020-04-24,191
2020-04-25,245
2020-04-26,196
2020-04-27,229
2020-04-28,233
2020-04-29,219
2020-04-30,285
2020-05-01,448
2020-05-02,284
2020-05-03,256
2020-05-04,259
2020-05-05,288
2020-05-06,279
2020-05-07,247
2020-05-08,226
2020-05-09,231
2020-05-10,332
2020-05-11,224
2020-05-12,190
2020-05-13,169
2020-05-14,186
2020-05-15,194
2020-05-16,160
2020-05-17,158
2020-05-18,144
2020-05-19,128
2020-05-20,177
2020-05-21,104
2020-05-22,117
2020-05-23,106
2020-05-24,73
2020-05-25,136
2020-05-26,77
2020-05-27,69
2020-05-28,92
2020-05-29,78
2020-05-30,63
2020-05-31,56
2020-06-01,122
2020-06-02,78
2020-06-03,73
2020-06-04,59
2020-06-05,63
2020-06-06,68
2020-06-07,56
2020-06-08,60
2020-06-09,62
2020-06-10,70
2020-06-11,50
2020-06-12,59
2020-06-13,50
2020-06-14,54
2020-06-15,66
2020-06-16,47
2020-06-17,40
2020-06-18,46
2020-06-19,46
2020-06-20,53
2020-06-21,37
2020-06-22,39
2020-06-23,32
2020-06-24,32
2020-06-25,30
2020-06-26,43
2020-06-27,38
2020-06-28,32
2020-06-29,31
2020-06-30,37
2020-07-01,42
2020-07-02,28
2020-07-03,19
2020-07-04,16
2020-07-05,18
2020-07-06,17
2020-07-07,24
2020-07-08,19
2020-07-09,16
2020-07-10,25
2020-07-11,10
2020-07-12,10
2020-07-13,1
