"dt_notific","n.notific"
2020-03-20,1
2020-03-21,4
2020-03-23,5
2020-03-24,6
2020-03-25,1
2020-03-26,6
2020-03-27,7
2020-03-28,7
2020-03-29,6
2020-03-30,17
2020-03-31,8
2020-04-01,13
2020-04-02,6
2020-04-03,14
2020-04-04,4
2020-04-05,2
2020-04-06,21
2020-04-07,18
2020-04-08,19
2020-04-09,29
2020-04-10,13
2020-04-11,6
2020-04-12,11
2020-04-13,35
2020-04-14,24
2020-04-15,28
2020-04-16,39
2020-04-17,28
2020-04-18,27
2020-04-19,7
2020-04-20,32
2020-04-21,18
2020-04-22,56
2020-04-23,26
2020-04-24,38
2020-04-25,26
2020-04-26,20
2020-04-27,67
2020-04-28,37
2020-04-29,43
2020-04-30,49
2020-05-01,43
2020-05-02,26
2020-05-03,26
2020-05-04,65
2020-05-05,62
2020-05-06,54
2020-05-07,56
2020-05-08,56
2020-05-09,28
2020-05-10,35
2020-05-11,50
2020-05-12,60
2020-05-13,62
2020-05-14,39
2020-05-15,62
2020-05-16,19
2020-05-17,22
2020-05-18,62
2020-05-19,36
2020-05-20,34
2020-05-21,34
2020-05-22,42
2020-05-23,21
2020-05-24,16
2020-05-25,36
2020-05-26,42
2020-05-27,14
2020-05-28,28
2020-05-29,36
2020-05-30,29
2020-05-31,12
2020-06-01,27
2020-06-02,14
2020-06-03,24
2020-06-04,13
2020-06-05,18
